Description,UnitsSold,Revenue,Orders,Customers,UnitsPerOrder
SILVER/M.O.P PENDANT ORBIT NECKLACE,17,105.71000000000001,7,4,2.4285714285714284
SILVER/MOP ORBIT NECKLACE,16,162.79,15,5,1.0666666666666667
SILVER/NAT SHELL NECKLACE W PENDANT,5,28.76,5,3,1.0
SILVER/NATURAL SHELL NECKLACE,8,68.0,4,2,2.0
SINGLE ANTIQUE ROSE HOOK IVORY,1870,2755.1,261,170,7.164750957854406
SINGLE HEART ZINC T-LIGHT HOLDER,6266,6831.75,507,234,12.35897435897436
SINGLE WIRE HOOK IVORY HEART,884,1238.76,82,60,10.78048780487805
SINGLE WIRE HOOK PINK HEART,415,530.15,27,20,15.37037037037037
SIX DRAWER OFFICE TIDY,66,626.74,27,26,2.4444444444444446
SKETCHBOOK MAGNETIC SHOPPING LIST,1456,2274.0,246,113,5.91869918699187
SKULL AND CROSSBONES  GARLAND ,1068,1686.4999999999998,132,74,8.090909090909092
SKULL DESIGN TV DINNER TRAY,316,1605.67,138,49,2.289855072463768
SKULL LUNCH BOX WITH CUTLERY ,2138,5568.07,412,167,5.189320388349515
SKULL SHOULDER BAG,2421,4480.28,411,85,5.890510948905109
SKULLS  DESIGN  COTTON TOTE BAG,252,590.67,79,33,3.189873417721519
SKULLS  STICKERS,1140,1028.58,138,67,8.26086956521739
SKULLS  WATER TRANSFER TATTOOS ,1975,1690.23,174,80,11.350574712643677
SKULLS AND CROSSBONES WRAP,5800,2356.0,165,102,35.15151515151515
SKULLS DESIGN FLANNEL,287,313.01,103,14,2.7864077669902914
SKULLS GREETING CARD,1915,788.97,115,74,16.652173913043477
SKULLS PARTY BAG + STICKER SET,1033,1679.6499999999999,148,92,6.97972972972973
SKULLS SQUARE TISSUE BOX,757,356.46000000000004,59,34,12.830508474576272
SKULLS STORAGE BOX LARGE,87,320.49,30,12,2.9
SKULLS STORAGE BOX SMALL,96,256.44,41,21,2.341463414634146
SKULLS TAPE,706,252.47000000000003,70,35,10.085714285714285
SKULLS WRITING SET ,864,1484.1299999999999,252,99,3.4285714285714284
SLATE TILE NATURAL HANGING,1510,2291.4399999999996,162,111,9.320987654320987
SLEEPING CAT ERASERS,4994,1048.56,290,109,17.220689655172414
SMALL APOTHECARY MEASURING JAR ,81,629.0500000000001,28,26,2.892857142857143
SMALL BLUE PROVENCAL CERAMIC BALL,62,103.93999999999998,9,8,6.888888888888889
SMALL BONNE JAM JAR  T-LIGHT HOLDER,422,808.16,22,19,19.181818181818183
SMALL CAMPHOR WOOD FIELD  MUSHROOM,121,215.67999999999998,41,18,2.951219512195122
SMALL CERAMIC TOP STORAGE JAR ,5847,4476.009999999999,231,129,25.31168831168831
SMALL CHINESE STYLE SCISSOR,13328,4335.76,54,34,246.8148148148148
SMALL CHOCOLATES PINK BOWL,1860,957.3,246,84,7.560975609756097
SMALL CHUNKY GLASS ROMAN  BOWL,160,217.68,15,9,10.666666666666666
SMALL DECO JEWELLERY STAND,243,2005.81,79,63,3.0759493670886076
SMALL DOLLY MIX DESIGN ORANGE BOWL,5085,2588.0899999999997,527,189,9.648956356736242
SMALL FOLDING SCISSOR(POINTED EDGE),2892,360.71,70,54,41.31428571428572
SMALL FOLKART STAR CHRISTMAS DEC,1293,359.6,54,30,23.944444444444443
SMALL GLASS HEART TRINKET POT,4252,9811.58,541,215,7.859519408502773
SMALL GLASS SUNDAE DISH CLEAR,739,984.4699999999999,63,40,11.73015873015873
SMALL HAMMERED SILVER CANDLEPOT ,373,1143.3100000000002,50,40,7.46
SMALL HANGING GLASS+ZINC LANTERN,43,62.349999999999994,8,8,5.375
SMALL HANGING IVORY/RED WOOD BIRD,2667,1305.25,261,101,10.218390804597702
SMALL HEART FLOWERS HOOK ,1786,1561.6999999999998,172,69,10.383720930232558
SMALL HEART MEASURING SPOONS,2853,2759.2599999999998,472,146,6.044491525423729
SMALL IVORY HEART WALL ORGANISER,1034,5219.1,152,115,6.802631578947368
SMALL JEWELLERY STAND,16,132.0,6,6,2.6666666666666665
SMALL KITCHEN FLOWER POTS PLAQUE,50,331.5,37,11,1.3513513513513513
SMALL LICORICE DES PINK BOWL,575,437.2,85,33,6.764705882352941
SMALL MARSHMALLOWS PINK BOWL,3764,1991.36,447,166,8.420581655480984
SMALL MEDINA STAMPED METAL BOWL ,783,622.3,47,27,16.659574468085108
SMALL PARISIENNE HEART PHOTO FRAME ,941,2244.2200000000003,142,105,6.626760563380282
SMALL PARLOUR FRAME,42,106.98000000000002,2,2,21.0
SMALL PARLOUR PICTURE FRAME,165,462.45,33,30,5.0
SMALL PINK GLASS SUNDAE DISH,945,478.72,40,26,23.625
SMALL PINK MAGIC CHRISTMAS TREE,645,282.38,40,30,16.125
SMALL POLKADOT CHOCOLATE GIFT BAG ,943,819.64,52,32,18.134615384615383
SMALL POP BOX FUNKY MONKEY,258,353.98,87,20,2.9655172413793105
"SMALL POP BOX,FUNKY MONKEY",152,216.47,34,8,4.470588235294118
SMALL POPCORN HOLDER,20160,17055.149999999998,589,228,34.227504244482176
SMALL PURPLE BABUSHKA NOTEBOOK ,1690,1190.51,251,110,6.733067729083666
SMALL RED BABUSHKA NOTEBOOK ,1953,1352.1699999999998,266,120,7.342105263157895
SMALL RED RETROSPOT MUG IN BOX ,949,2358.15,116,62,8.181034482758621
SMALL RED RETROSPOT WINDMILL,3075,3766.93,226,122,13.606194690265486
SMALL REGAL  SILVER CANDLEPOT ,307,840.33,24,18,12.791666666666666
SMALL ROUND CUT GLASS CANDLESTICK,163,770.2900000000001,33,14,4.9393939393939394
SMALL SILVER FLOWER CANDLE POT,290,875.3800000000001,41,35,7.073170731707317
SMALL SILVER TRELLIS CANDLEPOT,230,690.1000000000001,33,27,6.96969696969697
SMALL SINGLE FLAME CANDLE HOLDER,33,11.549999999999999,6,5,5.5
SMALL SKULL WINDMILL,485,645.61,54,31,8.981481481481481
SMALL SQUARE CUT GLASS CANDLESTICK,187,1106.54,51,17,3.6666666666666665
SMALL STRIPES CHOCOLATE GIFT BAG ,867,594.51,28,25,30.964285714285715
SMALL TAHITI BEACH BAG,4,18.6,1,0,4.0
SMALL TALL CAMPHOR WOOD TOADSTOOL,142,217.89,34,21,4.176470588235294
SMALL WHITE HEART OF WICKER,4737,8473.269999999999,629,378,7.531001589825119
SMALL WHITE RETROSPOT MUG IN BOX ,730,1388.05,86,64,8.488372093023257
SMALL WHITE/PINK ROSE ART FLOWER,113,127.57000000000001,9,9,12.555555555555555
SMALL YELLOW BABUSHKA NOTEBOOK ,1011,758.98,217,98,4.658986175115207
SMALL ZINC HEART WALL ORGANISER,1541,5416.18,45,31,34.24444444444445
SMALL ZINC/GLASS CANDLEHOLDER,53,78.92999999999999,8,6,6.625
SMALLFOLKART BAUBLE CHRISTMAS DEC,688,361.81,41,7,16.78048780487805
SMOKEY GREY COLOUR D.O.F. GLASS,591,207.39,26,23,22.73076923076923
SMOKEY GREY COLOUR GLASS,240,85.91999999999999,15,10,16.0
SNACK TRAY HAPPY FOREST  ,117,236.87,25,20,4.68
SNACK TRAY I LOVE LONDON,171,362.65,35,22,4.885714285714286
SNACK TRAY PAISLEY PARK,179,367.34999999999997,32,22,5.59375
SNACK TRAY RED GINGHAM,60,125.72,14,11,4.285714285714286
SNACK TRAY RED VINTAGE DOILY,198,400.03999999999996,37,28,5.351351351351352
SNOWFLAKE PORTABLE TABLE LIGHT ,531,1563.5500000000002,127,66,4.181102362204724
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,591,500.90999999999997,57,40,10.368421052631579
SOAP DISH BROCANTE,721,2076.63,110,77,6.554545454545455
SOFT PINK ROSE TOWEL ,273,952.83,124,10,2.2016129032258065
SOLDIERS EGG CUP ,9137,10938.31,418,197,21.858851674641148
SOMBRERO ,4415,5716.85,61,39,72.37704918032787
SPACE BOY CHILDRENS CUP,131,145.76,6,5,21.833333333333332
SPACE CADET BLACK,53,65.49,19,9,2.789473684210526
SPACE CADET RED,141,172.2,33,19,4.2727272727272725
SPACE CADET WHITE,98,119.03,30,13,3.2666666666666666
SPACE FROG,174,233.52,56,14,3.107142857142857
SPACE OWL,258,319.5,68,20,3.7941176470588234
SPACEBOY BEAKER,2632,3117.34,184,106,14.304347826086957
SPACEBOY BIRTHDAY CARD,8185,3397.65,527,234,15.531309297912713
SPACEBOY CHILDRENS BOWL,2437,2899.1000000000004,214,125,11.38785046728972
SPACEBOY CHILDRENS CUP,2051,2558.82,216,112,9.49537037037037
SPACEBOY CHILDRENS EGG CUP,1204,1624.63,186,110,6.473118279569892
SPACEBOY GIFT WRAP,6552,2683.84,208,148,31.5
SPACEBOY LUNCH BOX ,14260,25740.469999999998,900,322,15.844444444444445
SPACEBOY MINI BACKPACK,1109,4726.59,233,157,4.759656652360515
SPACEBOY MINI RUCKSACK,13,53.95,4,4,3.25
SPACEBOY ROCKET LOLLY MAKERS,667,1485.43,113,70,5.902654867256637
SPACEBOY TV DINNER TRAY,303,1636.27,132,70,2.2954545454545454
SPACEBOY WALL ART,306,885.9000000000001,13,12,23.53846153846154
SPOTS ON RED BOOKCOVER TAPE,16,6.72,5,5,3.2
SPOTTED WHITE NATURAL SEED NECKLACE,72,72.0,7,7,10.285714285714286
SPOTTY BUNTING,8327,42548.130000000005,1140,571,7.304385964912281
SPOTTY PINK DUCK DOORSTOP,289,1295.21,117,50,2.47008547008547
SPRIG LAVENDER ARTIFICIAL FLOWER,224,160.48,10,9,22.4
SQUARE CHERRY BLOSSOM CABINET,129,719.5500000000001,19,16,6.7894736842105265
SQUARE FLOOR CUSHION VINTAGE RED,73,687.95,42,13,1.7380952380952381
SQUARE METAL CANDLEHOLDER BASE,52,36.519999999999996,8,5,6.5
SQUARE MINI PORTRAIT FRAME,278,558.12,52,38,5.346153846153846
SQUARECUSHION COVER PINK UNION FLAG,72,506.34000000000003,32,23,2.25
SQUARECUSHION COVER PINK UNION JACK,173,581.23,42,27,4.119047619047619
ST GEORGE SET OF 10 PARTY LIGHTS,2,5.9,2,2,1.0
ST TROPEZ NECKLACE,45,224.12,35,6,1.2857142857142858
STANDING FAIRY POLE SUPPORT ,348,280.2,22,17,15.818181818181818
STAR  T-LIGHT HOLDER ,159,271.68,29,15,5.482758620689655
STAR DECORATION PAINTED ZINC ,4683,1234.67,180,94,26.016666666666666
STAR DECORATION RUSTIC,2454,1134.45,142,67,17.281690140845072
STAR PORTABLE TABLE LIGHT ,300,890.6,49,28,6.122448979591836
STAR T-LIGHT HOLDER WILLIE WINKIE,1183,2009.9499999999998,119,85,9.941176470588236
STAR WOODEN CHRISTMAS DECORATION,2689,2427.25,221,127,12.167420814479637
STAR WREATH DECORATION WITH BELL,1683,2139.67,152,95,11.072368421052632
STARFISH SOAP DISH,74,189.75,25,11,2.96
STARS GIFT TAPE ,1653,725.4200000000001,133,82,12.428571428571429
STEEL SWEETHEART ROUND TABLE CREAM,41,699.63,24,14,1.7083333333333333
STOOL HOME SWEET HOME ,238,2873.08,114,87,2.087719298245614
STOP FOR TEA WALL ART,518,2572.7,41,40,12.634146341463415
STORAGE TIN HOME SWEET HOME,275,621.44,56,35,4.910714285714286
STORAGE TIN VINTAGE DOILEY ,7,23.13,2,1,3.5
STORAGE TIN VINTAGE DOILY ,1288,3751.02,190,124,6.778947368421052
STORAGE TIN VINTAGE LEAF,775,2010.13,104,88,7.451923076923077
STRAWBERRIES  DESIGN FLANNEL ,358,373.34,105,27,3.4095238095238094
STRAWBERRY   PICNIC BAG,1708,4901.8,251,146,6.804780876494024
STRAWBERRY BATH SPONGE ,1235,1749.18,228,82,5.416666666666667
STRAWBERRY CERAMIC TRINKET BOX,10483,14130.08,706,296,14.84844192634561
STRAWBERRY CERAMIC TRINKET POT,1371,2133.7200000000003,125,57,10.968
STRAWBERRY CHARLOTTE BAG,9798,12552.4,722,230,13.570637119113574
STRAWBERRY DREAM CHILDS UMBRELLA,81,273.81,35,30,2.3142857142857145
STRAWBERRY FAIRY CAKE TEAPOT,798,4147.7300000000005,200,86,3.99
STRAWBERRY HONEYCOMB  GARLAND ,1290,1610.9199999999998,109,55,11.8348623853211
STRAWBERRY LUNCH BOX WITH CUTLERY,3938,9748.13,573,233,6.872600349040139
STRAWBERRY RAFFIA FOOD COVER,641,2228.09,163,77,3.932515337423313
STRAWBERRY SHOPPER BAG,2857,3564.48,412,150,6.934466019417476
STRAWBRY SCENTED VOTIVE CANDLE,1101,267.45,24,17,45.875
"STRING OF 8 BUTTERFLIES,PINK",25,41.24999999999999,6,6,4.166666666666667
STRING OF STARS CARD HOLDER,78,250.22000000000003,15,11,5.2
STRIPES DESIGN MONKEY DOLL,39,118.72999999999999,22,10,1.7727272727272727
STRIPES DESIGN TEDDY,57,145.35,30,21,1.9
STRIPEY CHOCOLATE NESTING BOXES,358,1070.26,110,33,3.2545454545454544
STRIPY DESIGN SHOWER CAP,197,70.57,15,13,13.133333333333333
SUKI  SHOULDER BAG,3393,6298.61,530,121,6.40188679245283
SUMMER BUTTERFLIES BAG CHARM,54,134.53,31,0,1.7419354838709677
SUMMER DAISIES BAG CHARM,167,417.96,88,11,1.8977272727272727
SUMMER FUN DESIGN SHOWER CAP,325,116.32999999999998,18,16,18.055555555555557
SUNFLOWER DECORATIVE PARASOL,125,895.46,42,13,2.9761904761904763
SUNJAR LED NIGHT NIGHT LIGHT,3,48.39,2,0,1.5
SUNSET CHECK HAMMOCK,192,1657.42,62,33,3.096774193548387
SUNSET COLOUR CHUNKY KNITTED THROW,60,720.93,39,12,1.5384615384615385
SWALLOW SQUARE TISSUE BOX,1610,739.57,145,103,11.10344827586207
SWALLOW WOODEN CHRISTMAS DECORATION,1539,1415.31,173,102,8.895953757225433
SWALLOWS GREETING CARD,5551,2247.97,274,179,20.259124087591243
SWEET HEART CAKE CARRIER,80,795.5799999999999,44,41,1.8181818181818181
SWEET PUDDING STICKER SHEET,98,95.52999999999999,36,13,2.7222222222222223
SWEETHEART 3 TIER CAKE STAND ,284,3371.58,158,99,1.7974683544303798
SWEETHEART BIRD HOUSE,857,3082.71,94,75,9.117021276595745
SWEETHEART CAKESTAND 3 TIER,959,9697.25,377,252,2.543766578249337
SWEETHEART CARRY-ALL BASKET,6,76.44,6,3,1.0
SWEETHEART CERAMIC TRINKET BOX,6063,7628.530000000001,509,215,11.911591355599214
SWEETHEART CREAM STEEL TABLE RECT,27,618.66,21,16,1.2857142857142858
SWEETHEART RECIPE BOOK STAND,1212,8578.0,368,170,3.2934782608695654
SWEETHEART WALL TIDY ,108,1007.0799999999999,43,41,2.511627906976744
SWEETHEART WIRE FRUIT BOWL,208,1631.58,89,70,2.337078651685393
SWEETHEART WIRE MAGAZINE RACK,326,2784.9,182,114,1.7912087912087913
SWEETHEART WIRE WALL TIDY,229,2315.33,109,80,2.1009174311926606
SWEETIES  STICKERS,301,277.24,50,26,6.02
SWIRLY CIRCULAR RUBBERS IN BAG,472,178.97,59,29,8.0
SWISS CHALET TREE DECORATION ,1385,598.8199999999999,119,64,11.638655462184873
SWISS ROLL TOWEL PINK  SPOTS,706,1913.6899999999998,39,21,18.102564102564102
"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",901,1652.27,94,46,9.585106382978724
"SWISS ROLL TOWEL, PINK  SPOTS",653,971.44,43,18,15.186046511627907
T-LIGHT GLASS FLUTED ANTIQUE,8027,9963.880000000001,345,184,23.266666666666666
T-LIGHT HOLDER HANGING LACE,840,832.51,82,63,10.24390243902439
T-LIGHT HOLDER HANGING LOVE BIRD,548,2055.27,101,83,5.425742574257426
T-LIGHT HOLDER SILVER HEART HANDLE,199,399.71,28,22,7.107142857142857
T-LIGHT HOLDER SILVER PETIT FOUR ,185,233.67000000000002,16,14,11.5625
T-LIGHT HOLDER SILVER SAUCER,44,42.919999999999995,8,4,5.5
T-LIGHT HOLDER SWEETHEART HANGING,860,1688.22,138,101,6.231884057971015
T-LIGHT HOLDER WHITE LACE,588,512.93,68,17,8.647058823529411
TABLE LAMP WHITE SHADE WOOD BASE,78,434.12,20,9,3.9
TABLECLOTH RED APPLES DESIGN ,305,3027.3799999999997,122,82,2.5
TALL ROCOCO CANDLE HOLDER,93,770.59,20,16,4.65
TEA BAG PLATE RED RETROSPOT,4086,3584.99,358,144,11.41340782122905
TEA COSY BLUE STRIPE,250,877.38,105,27,2.380952380952381
TEA COSY RED  STRIPE,370,1093.6,121,48,3.0578512396694215
TEA FOR ONE POLKADOT,424,2125.18,168,69,2.5238095238095237
TEA PARTY  WRAPPING PAPER ,2250,929.0,75,62,30.0
TEA PARTY BIRTHDAY CARD,4392,1883.79,362,180,12.132596685082873
TEA TIME BREAKFAST BASKET,1,2.1,1,1,1.0
TEA TIME DES TEA COSY,390,1121.82,110,55,3.5454545454545454
TEA TIME KITCHEN APRON,609,3456.15,133,81,4.578947368421052
TEA TIME OVEN GLOVE,2183,2931.3,315,152,6.93015873015873
TEA TIME PARTY BUNTING,2581,12941.27,467,192,5.52676659528908
TEA TIME TABLE CLOTH,187,1769.25,33,23,5.666666666666667
TEA TIME TEA SET IN GIFT BOX,133,906.83,49,28,2.7142857142857144
TEA TIME TEA TOWELS ,2600,6045.0,2,1,1300.0
TEA TIME TEAPOT IN GIFT BOX,380,2360.68,113,53,3.3628318584070795
TEAL/FUSCHIA COL BEAD NECKLACE,19,94.43,13,3,1.4615384615384615
TEATIME FUNKY FLOWER BACKPACK FOR 2,66,732.2299999999999,53,3,1.2452830188679245
TEATIME GEL PENS ASST,504,82.08,5,5,100.8
TEATIME PEN CASE & PENS,68,57.8,14,13,4.857142857142857
TEATIME PUSH DOWN RUBBER,479,115.3,13,5,36.84615384615385
TEATIME ROUND PENCIL SHARPENER ,1461,205.42,67,41,21.80597014925373
THE KING GIFT BAG,20,13.0,8,5,2.5
THE KING GIFT BAG 25x24x12cm,28,11.76,8,6,3.5
THREE CANVAS LUGGAGE TAGS,150,243.49,48,9,3.125
THREE MINI HANGING FRAMES,147,630.75,50,39,2.94
TIGRIS EYE CHUNKY CHARM BRACELET,23,210.04,20,2,1.15
TINY CRYSTAL BRACELET BLUE,5,12.52,5,0,1.0
TINY CRYSTAL BRACELET GREEN,10,25.279999999999998,5,1,2.0
TINY CRYSTAL BRACELET RED,1,2.48,1,0,1.0
TOADSTOOL BEDSIDE LIGHT ,251,2225.45,105,82,2.3904761904761904
TOADSTOOL MONEY BOX,817,2549.11,184,109,4.440217391304348
TOAST ITS - BEST MUM,801,1010.21,95,55,8.43157894736842
TOAST ITS - DINOSAUR,19,23.75,10,9,1.9
TOAST ITS - FAIRY FLOWER,643,704.55,151,37,4.258278145695364
TOAST ITS - HAPPY BIRTHDAY,412,494.54,108,54,3.814814814814815
TOAST ITS - I LOVE YOU ,794,998.83,120,95,6.616666666666666
TOILET METAL SIGN,3883,2155.8900000000003,405,172,9.587654320987655
TOILET SIGN OCCUPIED OR VACANT,3777,3718.0899999999997,433,140,8.722863741339491
TOMATO CHARLIE+LOLA COASTER SET,512,905.55,88,45,5.818181818181818
TOOL BOX SOFT TOY ,180,1782.54,105,63,1.7142857142857142
TOOTHPASTE TUBE PEN,1274,776.75,205,53,6.214634146341464
TOP SECRET PEN SET,46,57.5,10,8,4.6
TOTE BAG I LOVE LONDON,1296,2650.08,136,71,9.529411764705882
TOXIC AREA  DOOR HANGER ,1465,794.15,162,98,9.04320987654321
TOY TIDY DOLLY GIRL DESIGN,713,1472.85,162,62,4.401234567901234
TOY TIDY PINK POLKADOT,3441,7437.9400000000005,469,133,7.336886993603412
TOY TIDY SPACEBOY  ,1316,2823.86,285,114,4.617543859649123
TOYBOX  WRAP ,726,288.92,23,22,31.565217391304348
TRADITIONAL CHRISTMAS RIBBONS,3249,4660.2,359,204,9.050139275766016
TRADITIONAL KNITTING NANCY,6150,10056.949999999999,609,366,10.098522167487685
TRADITIONAL MODELLING CLAY,8168,9602.32,389,229,20.997429305912597
TRADITIONAL NAUGHTS & CROSSES,2859,6436.61,257,195,11.124513618677042
TRADITIONAL PICK UP STICKS GAME ,2782,4944.37,276,203,10.079710144927537
TRADITIONAL WOODEN CATCH CUP GAME ,3196,4322.16,412,235,7.757281553398058
TRADITIONAL WOODEN SKIPPING ROPE,8145,10526.0,425,264,19.16470588235294
TRADTIONAL ALPHABET STAMP SET,961,4752.31,192,152,5.005208333333333
TRANQUILITY MASALA INCENSE,200,42.0,7,7,28.571428571428573
TRANSPARENT ACRYLIC TAPE DISPENSER,40,42.58,17,7,2.3529411764705883
TRAVEL CARD WALLET FLOWER MEADOW,1764,765.27,173,88,10.196531791907514
TRAVEL CARD WALLET I LOVE LONDON,4783,2147.55,241,105,19.846473029045644
TRAVEL CARD WALLET KEEP CALM,12490,5314.9,534,217,23.38951310861423
TRAVEL CARD WALLET PANTRY,2011,906.9399999999999,221,73,9.099547511312217
TRAVEL CARD WALLET RETRO PETALS,1545,674.53,105,61,14.714285714285714
TRAVEL CARD WALLET RETROSPOT,2197,958.2,218,89,10.077981651376147
TRAVEL CARD WALLET SKULLS,2145,925.29,192,85,11.171875
TRAVEL CARD WALLET SUKI,2389,1062.0,266,90,8.981203007518797
TRAVEL CARD WALLET TRANSPORT,3171,1369.12,278,125,11.406474820143885
TRAVEL CARD WALLET UNION JACK,2595,1115.93,222,101,11.68918918918919
TRAVEL CARD WALLET VINTAGE LEAF,1415,605.78,117,65,12.094017094017094
TRAVEL CARD WALLET VINTAGE ROSE ,542,226.2,53,38,10.226415094339623
TRAVEL CARD WALLET VINTAGE TICKET,4813,2099.97,408,155,11.79656862745098
TRAVEL SEWING KIT,5096,8620.32,467,263,10.91220556745182
"TRAY, BREAKFAST IN BED",275,3491.8599999999997,80,50,3.4375
TREASURE AHOY WALL ART,270,833.46,16,15,16.875
TREASURE ISLAND BOOK BOX,2535,5528.04,267,174,9.49438202247191
TREASURE TIN BUFFALO BILL ,1476,3037.11,214,132,6.897196261682243
TREASURE TIN GYMKHANA DESIGN,2184,4709.07,363,183,6.016528925619835
TREE T-LIGHT HOLDER WILLIE WINKIE,364,562.2199999999999,44,34,8.272727272727273
TRIANGULAR POUFFE VINTAGE ,64,1176.6000000000001,33,14,1.9393939393939394
TRIPLE HOOK ANTIQUE IVORY ROSE,801,2655.13,227,151,3.5286343612334803
TRIPLE PHOTO FRAME CORNICE ,774,7173.549999999999,218,152,3.55045871559633
TRIPLE WIRE HOOK IVORY HEART,182,766.1,52,29,3.5
TRIPLE WIRE HOOK PINK HEART,79,272.91,25,18,3.16
TROPICAL  HONEYCOMB PAPER GARLAND ,1240,2987.82,101,44,12.277227722772277
TROPICAL HOLIDAY PURSE ,32,81.66,18,3,1.7777777777777777
TROPICAL LUGGAGE TAG,73,105.91,33,20,2.212121212121212
TROPICAL PASSPORT COVER ,262,439.65,99,16,2.6464646464646466
TUB 24 PINK FLOWER PEGS,164,271.03999999999996,58,36,2.8275862068965516
TUMBLER BAROQUE,531,268.53,40,22,13.275
TUMBLER NEW ENGLAND,1267,553.53,53,35,23.90566037735849
"TUMBLER, BAROQUE",56,84.03999999999999,7,5,8.0
"TUMBLER, NEW ENGLAND",142,182.29999999999998,14,11,10.142857142857142
TURQ ICE CREAM BUM BAG ,19,63.209999999999994,8,2,2.375
TURQ PENDANT TRIPLE SHELL NECKLACE,10,52.31,8,2,1.25
TURQ STONE/CRYSTAL EARRINGS,39,113.97,31,3,1.2580645161290323
TURQ+RED BOUDICCA LARGE BRACELET,54,377.04,26,14,2.076923076923077
TURQUOISE BERTIE GLASS BEAD CHARM,77,69.85,7,2,11.0
TURQUOISE CHRISTMAS TREE ,5,6.25,4,4,1.25
TURQUOISE CRYSTAL+GLASS BRACELET,24,119.23,11,3,2.1818181818181817
TURQUOISE GLASS TASSLE BAG CHARM ,57,121.38000000000001,20,6,2.85
TURQUOISE HEART OF GLASS BRACELET,9,53.42,5,4,1.8
TUSCAN VILLA BIRD TABLE ,19,156.75,11,11,1.7272727272727273
TUSCAN VILLA DOVECOTE,12,99.0,4,4,3.0
TV DINNER TRAY AIR HOSTESS ,420,1506.97,105,53,4.0
TV DINNER TRAY DOLLY GIRL,322,1536.91,107,58,3.0093457943925235
TV DINNER TRAY VINTAGE PAISLEY,503,1623.04,112,58,4.491071428571429
TWO DOOR CURIO CABINET,212,2577.45,83,60,2.5542168674698793
UBO-LIGHT TRIOBASE BLUE,4,3.4,2,2,2.0
UBO-LIGHT TRIOBASE PURPLE,5,4.25,3,3,1.6666666666666667
UNION FLAG WINDSOCK,388,428.19,22,16,17.636363636363637
UNION JACK FLAG LUGGAGE TAG,750,1296.13,193,79,3.8860103626943006
UNION JACK FLAG PASSPORT COVER ,829,2043.79,184,65,4.505434782608695
UNION JACK HOT WATER BOTTLE ,13,139.86,3,1,4.333333333333333
UNION STRIPE CUSHION COVER ,403,503.75,65,38,6.2
UNION STRIPE WITH FRINGE  HAMMOCK,899,6952.31,208,113,4.322115384615385
URBAN BLACK RIBBONS ,849,870.35,184,58,4.614130434782608
UTILTY CABINET WITH HOOKS,131,2610.29,6,5,21.833333333333332
VANILLA INCENSE 40 CONES IN TIN,29,36.25,12,6,2.4166666666666665
VANILLA INCENSE IN TIN,2084,920.67,95,66,21.936842105263157
VANILLA SCENT CANDLE JEWELLED BOX,1397,2700.73,106,63,13.179245283018869
VEGETABLE GARDEN CHOPPING BOARD,78,392.34000000000003,22,17,3.5454545454545454
VEGETABLE MAGNETIC  SHOPPING LIST,36,49.8,3,3,12.0
VICTORIAN  METAL POSTCARD SPRING,2870,3207.69,177,122,16.214689265536723
VICTORIAN GLASS HANGING T-LIGHT,24304,33187.97,1037,403,23.436837029893926
VICTORIAN SEWING BOX LARGE,532,7674.799999999999,163,61,3.263803680981595
VICTORIAN SEWING BOX MEDIUM,689,6909.37,261,100,2.6398467432950192
VICTORIAN SEWING BOX SMALL ,1184,7106.950000000001,285,133,4.15438596491228
VICTORIAN SEWING KIT,2519,2823.83,140,77,17.992857142857144
VILLAGE SHOW WALL ART,386,2072.42,18,17,21.444444444444443
VINTAGE  2 METER FOLDING RULER,1845,3075.3699999999994,181,131,10.193370165745856
VINTAGE  2 METRE FOLDING RULER,1628,3375.7,152,102,10.710526315789474
VINTAGE BEAD COSMETIC BAG ,57,156.85,35,5,1.6285714285714286
VINTAGE BEAD NOTEBOOK,150,433.19,52,11,2.8846153846153846
VINTAGE BEAD PINK EVENING BAG,619,937.25,94,32,6.585106382978723
VINTAGE BEAD PINK JEWEL BOX,4,17.0,3,2,1.3333333333333333
VINTAGE BEAD PINK JEWEL STAND,1,4.95,1,1,1.0
VINTAGE BEAD PINK PURSE ,981,1068.32,128,40,7.6640625
VINTAGE BEAD PINK SCARF ,451,985.8399999999999,58,29,7.775862068965517
VINTAGE BEAD PINK SHADE ,13,16.25,2,2,6.5
VINTAGE BELLS GARLAND,821,2443.35,149,116,5.510067114093959
VINTAGE BILLBOARD DRINK ME MUG,995,1385.28,177,72,5.621468926553672
VINTAGE BILLBOARD LOVE/HATE MUG,1638,1890.33,198,81,8.272727272727273
VINTAGE BILLBOARD MUG ,1107,1186.23,107,51,10.345794392523365
VINTAGE BILLBOARD TEA MUG,1950,2251.77,86,35,22.674418604651162
VINTAGE BLUE KITCHEN CABINET,26,3685.0,20,17,1.3
VINTAGE BLUE TINSEL REEL,2,0.84,1,1,2.0
VINTAGE CARAVAN GIFT WRAP,650,273.0,27,22,24.074074074074073
VINTAGE CARAVAN GREETING CARD ,1464,622.36,137,65,10.686131386861314
VINTAGE CHRISTMAS BUNTING,2997,15833.310000000001,401,254,7.473815461346633
VINTAGE CHRISTMAS CAKE FRILL,2512,4053.8799999999997,151,112,16.635761589403973
VINTAGE CHRISTMAS GIFT BAG LARGE ,1831,2182.39,105,82,17.438095238095237
